"Date,Price,Open,High,Low,Vol.,Change %,Gia_Viet_Nam"
"08/02/2023,166.95,164.55,167.95,162.75,22.31K,1.46%,96688.828719"
"08/01/2023,164.55,165.1,167.4,162.05,20.15K,-0.06%,95298.87251100001"
"07/31/2023,164.65,157.9,166.0,157.9,23.12K,4.27%,95356.787353"
"07/28/2023,157.9,161.3,161.9,157.35,14.78K,-2.20%,91447.535518"
"07/27/2023,161.45,164.4,164.9,160.05,16.87K,-1.04%,93503.51240899999"
"07/26/2023,163.15,161.3,163.85,159.25,15.70K,0.80%,94488.064723"
"07/25/2023,161.85,162.4,163.85,161.3,15.91K,-0.71%,93735.171777"
"07/24/2023,163.0,161.15,165.45,161.05,20.33K,0.71%,94401.19246"
"07/21/2023,161.85,158.55,162.1,156.5,18.70K,2.40%,93735.171777"
"07/20/2023,158.05,155.5,160.0,155.25,19.01K,3.67%,91534.407781"
"07/19/2023,152.45,152.35,152.4,152.3,0.00K,-1.80%,88291.176629"
"07/18/2023,155.25,155.55,157.95,155.05,21.81K,0.32%,89912.792205"
"07/17/2023,154.75,158.05,158.05,155.5,0.00K,-4.45%,89623.217995"
"07/14/2023,161.95,162.45,162.45,161.75,0.08K,1.63%,93793.086619"
"07/13/2023,159.35,160.7,160.7,160.7,0.00K,0.38%,92287.300727"
"07/12/2023,158.75,158.1,159.25,156.45,14.07K,-0.35%,91939.81167499999"
"07/11/2023,159.3,159.15,159.5,158.0,0.05K,-1.51%,92258.343306"
"07/10/2023,161.75,163.55,163.65,163.55,0.00K,-0.64%,93677.25693499998"
"07/07/2023,162.8,165.0,165.0,165.0,0.00K,0.28%,94285.362776"
"07/06/2023,162.35,159.95,165.3,159.25,0.05K,0.81%,94024.745987"
"07/05/2023,161.05,162.25,162.25,162.25,0.01K,-0.89%,93271.853041"
"07/03/2023,162.5,165.2,165.2,165.2,0.00K,0.93%,94111.61825"
"06/30/2023,161.0,165.9,165.9,165.75,0.00K,-1.59%,93242.89562000001"
"06/29/2023,163.6,165.0,165.55,162.1,0.01K,-1.24%,94748.681512"
"06/28/2023,165.65,170.45,170.8,165.0,0.05K,-2.24%,95935.935773"
"06/27/2023,169.45,168.35,169.35,165.55,0.02K,0.89%,98136.699769"
"06/26/2023,167.95,168.0,169.15,166.5,0.02K,-0.06%,97267.97713899998"
"06/23/2023,168.05,167.9,168.9,166.5,0.11K,-2.13%,97325.89198100001"
"06/22/2023,171.7,173.7,173.95,169.6,0.07K,-0.17%,99439.78371399999"
"06/21/2023,172.0,178.9,178.95,168.95,2.93K,-3.07%,99613.52824"
"06/20/2023,177.45,185.1,185.75,176.4,11.00K,-4.03%,102769.887129"
"06/16/2023,184.9,187.7,188.3,184.3,8.15K,-1.12%,107084.54285800002"
"06/15/2023,187.0,184.75,188.05,184.7,9.26K,1.41%,108300.75454"
"06/14/2023,184.4,182.55,184.75,181.25,7.87K,0.90%,106794.96864800001"
"06/13/2023,182.75,185.7,186.75,181.9,12.75K,-1.51%,105839.373755"
"06/12/2023,185.55,190.25,192.4,185.05,18.58K,-2.68%,107460.989331"
"06/09/2023,190.65,196.6,196.6,188.8,38.48K,-2.16%,110414.64627300002"
"06/08/2023,194.85,186.2,196.15,184.6,34.15K,5.10%,112847.069637"
"06/07/2023,185.4,183.6,186.6,182.65,28.69K,1.53%,107374.117068"
"06/06/2023,182.6,183.1,184.9,181.55,19.02K,-0.27%,105752.50149199998"
"06/05/2023,183.1,179.95,183.7,179.35,18.23K,1.55%,106042.07570199999"
"06/02/2023,180.3,183.3,187.8,179.05,27.03K,-1.50%,104420.460126"
"06/01/2023,183.05,179.65,184.7,179.5,22.53K,2.46%,106013.118281"
"05/31/2023,178.65,177.15,179.8,175.55,24.94K,0.88%,103464.86523299999"
"05/30/2023,177.1,180.05,181.75,175.9,27.46K,-2.48%,102567.185182"
"05/26/2023,181.6,182.8,184.8,180.3,19.57K,-0.60%,105173.353072"
"05/25/2023,182.7,188.2,188.4,181.65,24.48K,-2.82%,105810.416334"
"05/24/2023,188.0,188.05,189.4,186.6,13.61K,0.29%,108879.90296"
"05/23/2023,187.45,189.25,190.3,185.7,16.81K,-0.92%,108561.37132899999"
"05/22/2023,189.2,191.0,193.75,186.55,22.89K,-1.46%,109574.881064"
"05/19/2023,192.0,186.2,194.4,186.2,23.73K,0.81%,111196.49664000001"
"05/18/2023,190.45,186.15,187.0,183.35,12.73K,0.32%,110298.81658899998"
"05/17/2023,189.85,189.5,189.5,189.5,0.00K,-0.26%,109951.327537"
"05/16/2023,190.35,196.0,196.55,196.0,0.01K,-1.40%,110240.90174699998"
"05/15/2023,193.05,192.45,192.45,192.45,0.01K,3.79%,111804.60248100001"
"05/12/2023,186.0,185.0,186.75,185.0,0.03K,0.11%,107721.60612"
"05/11/2023,185.8,186.0,186.1,185.5,0.01K,-0.88%,107605.776436"
"05/10/2023,187.45,189.3,189.3,189.3,0.00K,-0.29%,108561.37132899999"
"05/09/2023,188.0,187.7,189.3,184.55,0.02K,0.59%,108879.90296"
"05/08/2023,186.9,188.05,189.95,183.45,15.39K,-2.15%,108242.839698"
"05/05/2023,191.0,183.7,189.25,182.8,23.96K,2.47%,110617.34822"
"05/04/2023,186.4,188.0,188.0,184.5,0.14K,-1.48%,107953.26548799999"
"05/03/2023,189.2,188.1,188.1,185.85,0.14K,-0.76%,109574.881064"
"05/02/2023,190.65,188.1,188.75,187.9,0.02K,0.74%,110414.64627300002"
"05/01/2023,189.25,188.25,188.25,187.1,0.01K,-0.32%,109603.838485"
"04/28/2023,189.85,189.5,190.35,189.1,0.04K,-1.17%,109951.327537"
"04/27/2023,192.1,192.8,192.8,192.1,0.02K,-1.91%,111254.41148199998"
"04/26/2023,195.85,194.15,195.85,194.15,0.01K,1.77%,113426.21805699999"
"04/25/2023,192.45,191.0,192.25,191.0,0.01K,-2.19%,111457.113429"
"04/24/2023,196.75,196.35,196.85,195.0,0.01K,1.31%,113947.451635"
"04/21/2023,194.2,197.15,197.15,193.5,0.08K,-0.87%,112470.623164"
"04/20/2023,195.9,199.2,199.65,194.75,0.23K,-3.28%,113455.17547799999"
"04/19/2023,202.55,203.5,207.45,199.75,6.87K,-1.32%,117306.512471"
"04/18/2023,205.25,201.0,206.95,198.35,9.42K,2.11%,118870.213205"
"04/17/2023,201.0,194.0,201.5,193.5,9.53K,3.93%,116408.83242"
"04/14/2023,193.4,195.65,199.65,192.85,11.46K,-1.38%,112007.30442799999"
"04/13/2023,196.1,190.0,199.7,189.35,35.20K,3.07%,113571.00516199999"
"04/12/2023,190.25,188.9,191.35,187.6,27.16K,-0.13%,110182.986905"
"04/11/2023,190.5,183.45,191.2,183.0,33.56K,4.33%,110327.77401"
"04/10/2023,182.6,183.6,186.8,181.6,22.69K,-0.54%,105752.50149199998"
"04/06/2023,183.6,179.55,184.55,177.95,27.06K,1.92%,106331.649912"
"04/05/2023,180.15,175.2,181.5,175.2,23.60K,3.03%,104333.587863"
"04/04/2023,174.85,176.1,177.45,173.1,17.85K,-0.79%,101264.101237"
"04/03/2023,176.25,171.3,178.35,171.25,25.79K,3.37%,102074.909025"
"03/31/2023,170.5,170.0,171.7,166.15,32.08K,0.41%,98744.80561"
"03/30/2023,169.8,171.0,172.5,168.15,27.28K,0.06%,98339.40171600001"
"03/29/2023,169.7,174.7,175.25,168.6,25.13K,-2.33%,98281.48687399998"
"03/28/2023,173.75,177.5,178.7,173.5,19.19K,-1.78%,100627.037975"
"03/27/2023,176.9,178.5,184.0,175.95,23.74K,-1.31%,102451.35549799999"
"03/24/2023,179.25,174.8,179.85,172.6,18.11K,2.84%,103812.354285"
"03/23/2023,174.3,178.75,179.4,173.9,14.59K,-2.08%,100945.569606"
"03/22/2023,178.0,179.55,181.1,176.7,13.55K,-4.66%,103088.41876"
"03/21/2023,186.7,179.35,182.85,178.85,13.97K,0.97%,108127.010014"
"03/20/2023,184.9,174.6,178.8,173.35,13.59K,1.04%,107084.54285800002"
"03/17/2023,183.0,181.65,182.25,181.65,0.07K,-1.35%,105984.16085999999"
"03/16/2023,185.5,174.3,181.4,173.5,22.99K,4.18%,107432.03190999999"
"03/15/2023,178.05,177.25,177.25,177.25,0.00K,-1.58%,103117.37618100001"
"03/14/2023,180.9,178.7,179.05,175.1,12.79K,-1.26%,104767.94917800001"
"03/13/2023,183.2,175.0,183.7,175.0,0.00K,0.52%,106099.990544"
"03/10/2023,182.25,180.05,182.35,180.05,0.03K,2.39%,105549.799545"
"03/09/2023,178.0,178.15,182.1,177.0,0.05K,-0.86%,103088.41876"
"03/08/2023,179.55,180.0,180.0,179.0,0.01K,-2.71%,103986.098811"
"03/07/2023,184.55,182.15,182.15,182.15,0.00K,1.15%,106881.84091099999"
"03/06/2023,182.45,180.8,182.0,180.6,0.01K,0.91%,105665.62922899998"
"03/03/2023,180.8,181.0,181.7,180.4,0.01K,-1.71%,104710.034336"
"03/02/2023,183.95,185.0,186.4,180.55,18.46K,-0.73%,106534.35185899999"
"03/01/2023,185.3,188.0,188.0,185.0,0.05K,-2.68%,107316.20222600001"
